code,name,time_zone,city,state,iso_code,country_name
GLI,Glen Innes,Australia/Sydney,Glen Innes,New South Wales,AU,Australia
GLK,Galcaio,Africa/Mogadishu,Gaalkacyo,Mudug,SO,Somalia
GLL,Klanten Airport,Europe/Oslo,Gol,Buskerud,NO,Norway
GLM,Glenormiston,Australia/Brisbane,,,AU,Australia
GLN,Goulimime Airport,Africa/Casablanca,Guelmim,Guelmim-Es Smara,MA,Morocco
GLO,Gloucestershire,Europe/London,Gloucester,England,GB,United Kingdom
GLP,Gulgubip,Pacific/Port_Moresby,,,PG,Papua New Guinea
GLQ,Glennallen,America/Anchorage,,,US,United States
GLR,Otsego County,America/Detroit,Gaylord,Michigan,US,United States
GLS,Scholes Field,America/Chicago,Galveston,Texas,US,United States
GLT,Gladstone Airport,Australia/Brisbane,,,AU,Australia
GLU,Gelephu Airport,Asia/Thimphu,Sarpang,Geylegphug,BT,Bhutan
GLV,Golovin Airport,America/Nome,,,US,United States
GLW,Municipal,America/Chicago,Glasgow,Kentucky,US,United States
GLX,Galela,Asia/Jayapura,,,ID,Indonesia
GLY,Goldsworthy,Australia/Perth,,,AU,Australia
GLZ,Gilze-Rijen,Europe/Amsterdam,Breda,North Brabant,NL,Netherlands
GMA,Gemena,Africa/Kinshasa,Gemena,Equateur,CD,Democratic Republic of the Congo
GMB,Gambela Airport,Africa/Addis_Ababa,Gambela,Gambela,ET,Ethiopia
GMC,Guerima,America/Bogota,Saint Peter Port,St Peter Port,CO,Colombia
GMD,Ben Slimane,Africa/Casablanca,Bouznika,Chaouia-Ouardigha,MA,Morocco
GME,Gomel Airport,Europe/Minsk,Gomel,Gomel,BY,Belarus
GMI,Gasmata Island,Pacific/Port_Moresby,,,PG,Papua New Guinea
GMM,Gamboma,Africa/Brazzaville,Gamboma,Plateaux,CG,Congo
GMN,Greymouth,Pacific/Auckland,Greymouth,West Coast,NZ,New Zealand
GMO,Gombe Lawanti International Airport,Africa/Lagos,Akko,Gombe,NG,Nigeria
GMP,Gimpo International Airport,Asia/Seoul,Bucheon-si,Gyeonggi-do,KR,South Korea
GMQ,Golog Maqin Airport,Asia/Shanghai,Dawu,Qinghai Sheng,CN,China
GMR,Gambier Island,Pacific/Gambier,,,PF,French Polynesia
GMS,Guimaraes,America/Fortaleza,Bequimao,Maranhao,BR,Brazil
GMT,Granite Mountain,America/Anchorage,,,US,United States
GMU,Greenville Downtown,America/New_York,Greenville,South Carolina,US,United States
GMV,Monument Valley,America/Denver,,,US,United States
GMZ,La Gomera Airport,Atlantic/Canary,Alajero,Canary Islands,ES,Spain
GNA,Grodno Airport,Europe/Minsk,Hrodna,Grodnenskaya,BY,Belarus
GNB,Grenoble-Isere Airport,Europe/Paris,Saint-Etienne-de-Saint-Geoirs,Rhone-Alpes,FR,France
GND,Maurice Bishop International Airport,America/Grenada,Saint George's,Saint George,GD,Grenada
GNF,Gansner Field,America/Los_Angeles,Charleston,Mississippi,US,United States
GNG,Gooding,America/Boise,Gooding,Idaho,US,United States
GNI,Green Island,Asia/Taipei,Taitung,Taiwan,TW,Taiwan
GNJ,Ganja International Airport,Asia/Baku,Ganja,,AZ,Azerbaijan
GNM,Guanambi,America/Bahia,Guanambi,Bahia,BR,Brazil
GNN,Ghinnir,Africa/Addis_Ababa,Ginir,Oromiya,ET,Ethiopia
GNR,General Roca,America/Argentina/Salta,Sierra Colorada,Rio Negro,AR,Argentina
GNS,Gunungsitoli Airport,Asia/Jakarta,,,ID,Indonesia
GNT,Milan,America/Denver,Grants,New Mexico,US,United States
GNU,Goodnews Bay,America/Anchorage,,,US,United States
GNV,Gainesville Regional Airport,America/New_York,Gainesville,Florida,US,United States
GNY,Sanliurfa GAP Airport,Europe/Istanbul,,,TR,Turkey
GNZ,Ghanzi,Africa/Gaborone,Ghanzi,Ghanzi,BW,Botswana
GOA,Genoa Cristoforo Colombo Airport,Europe/Rome,San Teodoro,Liguria,IT,Italy
GOB,Goba,Africa/Addis_Ababa,,,ET,Ethiopia
GOC,Gora,Pacific/Port_Moresby,,,PG,Papua New Guinea
GOE,Gonalia,Pacific/Port_Moresby,,,PG,Papua New Guinea
GOF,Goodfellow AFB,America/Chicago,,,US,United States
GOH,Nuuk Airport,America/Godthab,Nuuk,Sermersooq,GL,Greenland
GOI,Dabolim Airport,Asia/Kolkata,Chicalim,Goa,IN,India
GOJ,Nizhny Novgorod International Airport,Europe/Moscow,Gorbatovka,Nizjnij Novgorod,RU,Russia
GOK,Guthrie,America/Chicago,Guthrie,Oklahoma,US,United States
GOL,State,America/Los_Angeles,Gold Beach,Oregon,US,United States
GOM,Goma Airport,Africa/Lubumbashi,Goma,Nord Kivu,CD,Democratic Republic of the Congo
GON,New London,America/New_York,Long Hill,Connecticut,US,United States
GOO,Goondiwindi,Australia/Brisbane,Goondiwindi,Queensland,AU,Australia
GOP,Gorakhpur Airport,Asia/Kolkata,Gorakhpur,Uttar Pradesh,IN,India
GOQ,Golmud Airport,Asia/Shanghai,Guolemude,Heilongjiang Sheng,CN,China
GOR,Gore,Africa/Addis_Ababa,Gore,Oromiya,ET,Ethiopia
GOS,Gosford,Australia/Sydney,East Gosford,New South Wales,AU,Australia
GOT,Goteborg Landvetter Airport,Europe/Stockholm,Landvetter,Vaestra Goetaland,SE,Sweden
GOU,Garoua Airport,Africa/Douala,Garoua,North Province,CM,Cameroon
GOV,Nhulunbuy Airport,Australia/Darwin,,,AU,Australia
GOX,Mopa Airport,Asia/Kolkata,Mopa,Goa,IN,India
GOY,Tura Airport,Asia/Krasnoyarsk,,Krasnoyarsk,RU,Russia
GOZ,Gorna Oriahovitsa,Europe/Sofia,Gorna Oryakhovitsa,Veliko Turnovo,BG,Bulgaria
GPA,Araxos Airport,Europe/Athens,Patra,West Greece,GR,Greece
GPB,Tancredo Thomaz Faria,America/Sao_Paulo,Guarapuava,Parana,BR,Brazil
GPD,Mount Gordon Mine,Australia/Brisbane,,,AU,Australia
GPI,Guapi Airport,America/Bogota,,,CO,Colombia
GPL,Guapiles,America/Costa_Rica,Guapiles,Limon,CR,Costa Rica
GPN,Garden Point,Australia/Darwin,Nightcliff,Northern Territory,AU,Australia
GPO,General Pico,America/Argentina/Salta,General Pico,La Pampa,AR,Argentina
GPS,Baltra Airport,Pacific/Galapagos,Puerto Ayora,Galapagos,EC,Ecuador
GPT,Gulfport-Biloxi International Airport,America/Chicago,West Gulfport,Mississippi,US,United States
GPZ,Grand Rapids,America/Chicago,Grand Rapids,Minnesota,US,United States
GQQ,Galion,America/New_York,Galion,Ohio,US,United States
GRA,Gamarra,America/Bogota,Gamarra,Cesar,CO,Colombia
GRB,Austin Straubel International Airport,America/Chicago,Ashwaubenon,Wisconsin,US,United States
GRC,Grand Cess,Africa/Monrovia,,,LR,Liberia
GRD,Greenwood,America/New_York,Greenwood,South Carolina,US,United States
GRE,Municipal,America/Chicago,Greenville,Illinois,US,United States
GRF,Gray AAF,America/Los_Angeles,Fort Lewis,Washington,US,United States
GRG,Gardez,Asia/Kabul,Gardez,Paktia,AF,Afghanistan
GRH,Garuahi,Pacific/Port_Moresby,,,PG,Papua New Guinea
GRI,Grand Island Airport,America/Chicago,Grand Island,Nebraska,US,United States
GRJ,George Airport,Africa/Johannesburg,George,Western Cape,ZA,South Africa
GRK,Robert Gray Army Airfield,America/Chicago,Fort Hood,Texas,US,United States
GRL,Garasa,Pacific/Port_Moresby,,,PG,Papua New Guinea
GRM,Devils Track,America/Chicago,Newberry,Michigan,US,United States
GRN,Gordon,America/Denver,Gordon,Nebraska,US,United States
GRO,Girona-Costa Brava Airport,Europe/Madrid,Vilobi d'Onyar,Catalonia,ES,Spain
GRP,Gurupi,America/Araguaina,,,BR,Brazil
GRQ,Eelde Airport,Europe/Amsterdam,Vries,Drenthe,NL,Netherlands
GRR,Gerald R. Ford International Airport,America/Detroit,Forest Hills,Michigan,US,United States
GRS,Baccarini,Europe/Rome,Grosseto,Tuscany,IT,Italy
GRT,Gujrat,Asia/Karachi,Lala Musa,Punjab,PK,Pakistan
GRU,Sao Paulo-Guarulhos International Airport,America/Sao_Paulo,Guarulhos,Sao Paulo,BR,Brazil
GRV,Groznyy Airport,Europe/Moscow,Staraya Sunzha,Chechnya,RU,Russia
GRW,Graciosa Island Airport,Atlantic/Azores,Lagoa,Azores,PT,Portugal
GRX,Granada Airport,Europe/Madrid,Chauchina,Andalusia,ES,Spain
GRY,Grimsey,Atlantic/Reykjavik,Dalvik,Northeast,IS,Iceland
GRZ,Graz Airport,Europe/Vienna,Feldkirchen bei Graz,Styria,AT,Austria
GSA,Long Pasia,Asia/Kuching,Kayan Hulu,North Kalimantan,MY,Malaysia
GSB,Seymour Johnson AFB,America/New_York,Goldsboro,North Carolina,US,United States
GSC,Gascoyne Junction,Australia/Perth,,,AU,Australia
GSE,Gothenburg City Airport,Europe/Stockholm,Majorna,Vaestra Goetaland,SE,Sweden
GSH,Goshen,America/Indiana/Indianapolis,Goshen,Indiana,US,United States
GSI,Guadalcanal,Pacific/Guadalcanal,,,SB,Solomon Islands
GSJ,Puerto San Jose,America/Guatemala,Puerto San Jose,Escuintla,GT,Guatemala
GSL,Taltheilei Narrows,America/Yellowknife,,,CA,Canada
GSM,Dayrestan Airport,Asia/Tehran,Bandar-e Khamir,Hormozgan,IR,Iran
GSN,Mount Gunson,Australia/Adelaide,,,AU,Australia
GSO,Piedmont Triad International Airport,America/New_York,Oak Ridge,North Carolina,US,United States
GSP,Greenville-Spartanburg International Airport,America/New_York,Greer,South Carolina,US,United States
GSQ,Shark Elowainat,Africa/Cairo,,,EG,Egypt
GSR,Gardo,Africa/Mogadishu,,,SO,Somalia
GSS,Sabi Sabi,Africa/Johannesburg,Graksop,Mpumalanga,ZA,South Africa
GST,Gustavus Airport,America/Juneau,,,US,United States
GSU,Gedaref,Africa/Khartoum,Al Qadarif,Al Qadarif,SD,Sudan
GSV,Saratov Gagarin Airport,Europe/Saratov,Shumeyka,Saratov,RU,Russia
GSY,Binbrook,Europe/London,Grimsby,England,GB,United Kingdom
GTA,Gatokae Aerodrom,Pacific/Guadalcanal,,,SB,Solomon Islands
GTB,Genting,Asia/Kuala_Lumpur,,,MY,Malaysia
GTC,Green Turtle,America/Nassau,Hard Bargain,Moore's Island,BS,Bahamas
GTE,Alyangula Airport,Australia/Darwin,,,AU,Australia
GTF,Great Falls International Airport,America/Denver,Great Falls,Montana,US,United States
GTG,Municipal,America/Chicago,Grantsburg,Wisconsin,US,United States
GTI,Guettin,Europe/Berlin,Ostseebad Dierhagen,Mecklenburg-Vorpommern,DE,Germany
GTK,Sungei Tekai,Asia/Kuala_Lumpur,Segamat,Johor,MY,Malaysia
GTN,Glentanner,Pacific/Auckland,,,NZ,New Zealand
GTO,Tolotio Airport,Asia/Makassar,Isimu,Gorontalo,ID,Indonesia
GTP,Grants Pass,America/Los_Angeles,Merlin,Oregon,US,United States
GTR,Golden Triangle Regional Airport,America/Chicago,West Point,Mississippi,US,United States
GTS,Granites,Australia/Darwin,,,AU,Australia
GTT,Georgetown Airport,Australia/Brisbane,Georgetown,Queensland,AU,Australia
GTW,Holesov,Europe/Prague,Otrokovice,Zlin,CZ,Czech Republic
GTY,Gettysburg,America/New_York,Gettysburg,Pennsylvania,US,United States
GTZ,Kirawira B,Africa/Dar_es_Salaam,Issenye,Mara,TZ,Tanzania
GUA,La Aurora International Airport,America/Guatemala,Santa Catarina Pinula,Guatemala,GT,Guatemala
GUB,Guerrero Negro,America/Mazatlan,San Luis,Baja California,MX,Mexico
GUC,Gunnison Airport,America/Denver,Gunnison,Colorado,US,United States
GUD,Goundam,Africa/Bamako,Goundam,Tombouctou,ML,Mali
GUE,Guriaso,Pacific/Port_Moresby,,,PG,Papua New Guinea
GUF,Edwards,America/Chicago,Orange Beach,Alabama,US,United States
GUG,Guari,Pacific/Port_Moresby,,,PG,Papua New Guinea
GUH,Gunnedah,Australia/Sydney,Gunnedah,New South Wales,AU,Australia
GUI,Guiria,America/Caracas,Gueiria,Sucre,VE,Venezuela
GUJ,Guaratingueta,America/Sao_Paulo,Guaratingueta,Sao Paulo,BR,Brazil
GUL,Goulburn,Australia/Sydney,Goulburn,New South Wales,AU,Australia
GUM,A.B. Won Pat International Airport,Pacific/Guam,Tamuning-Tumon-Harmon Village,Tamuning,GU,Guam
GUN,Gunter AFB,America/Chicago,,,US,United States
GUO,Gualaco,America/Tegucigalpa,Gualaco,Olancho,HN,Honduras
GUP,Senator Clark,America/Denver,Gallup,New Mexico,US,United States
GUQ,Guanare,America/Caracas,Guanare,Portuguesa,VE,Venezuela
GUR,Gurney Airport,Pacific/Port_Moresby,,,PG,Papua New Guinea
GUS,Grissom AFB,America/Indiana/Indianapolis,Peru,Indiana,US,United States
GUT,Guetersloh,Europe/Berlin,,,DE,Germany
GUU,Grundarfjordur,Atlantic/Reykjavik,,,IS,Iceland
GUV,Mougulu,Pacific/Port_Moresby,,,PG,Papua New Guinea
GUW,Atyrau Airport,Asia/Aqtau,Atyrau,Atyrau,KZ,Kazakhstan
GUX,Guna,Asia/Kolkata,Guna,Madhya Pradesh,IN,India
GUY,Guymon,America/Chicago,Guymon,Oklahoma,US,United States
GUZ,Guarapari,America/Sao_Paulo,Guarapari,Espirito Santo,BR,Brazil
GVA,Geneve Airport,Europe/Zurich,Les Avanchets,Geneva,CH,Switzerland
GVE,Municipal,America/New_York,Gordonsville,Virginia,US,United States
GVI,Green River,Pacific/Port_Moresby,,,PG,Papua New Guinea
GVL,Lee Gilmer Memorial,America/New_York,Gainesville,Georgia,US,United States
GVN,May-Gatka,Asia/Vladivostok,Mayskiy,Khabarovsk Krai,RU,Russia
GVP,Greenvale,Australia/Brisbane,,,AU,Australia
GVR,Governador Valadares Airport,America/Sao_Paulo,Governador Valadares,Minas Gerais,BR,Brazil
GVT,Majors Field,America/Chicago,Greenville,Texas,US,United States
GVW,Richards-Gebaur,America/Chicago,Grandview,Missouri,US,United States
GVX,Sandviken,Europe/Stockholm,Valbo,Gaevleborg,SE,Sweden
GWA,Gwa,Asia/Rangoon,,,MM,Myanmar
GWD,Gwadar Airport,Asia/Karachi,Gwadar,Balochistan,PK,Pakistan
GWE,Gweru,Africa/Harare,Gweru,Midlands,ZW,Zimbabwe
GWL,Gwalior Airport,Asia/Kolkata,Morar,Madhya Pradesh,IN,India
GWN,Gnarowein,Pacific/Port_Moresby,,,PG,Papua New Guinea
GWO,Leflore,America/Chicago,Greenwood,Mississippi,US,United States
GWS,Glenwood Springs,America/Denver,,,US,United States
GWT,Westerland - Sylt Airport,Europe/Berlin,Tinnum,Schleswig-Holstein,DE,Germany
GWV,Glendale,America/New_York,Glendale,Wisconsin,US,United States
GWY,Carnmore,Europe/Dublin,Gaillimh,Connaught,IE,Ireland
GXA,Beringin Airport,Asia/Pontianak,,,ID,Indonesia
GXF,Seiyun,Asia/Aden,Al Hamdi,Muhafazat Hadramawt,YE,Yemen
GXG,Negage,Africa/Luanda,Camabatela,Cuanza Norte,AO,Angola
GXH,Gannan Xiahe Airport,Asia/Shanghai,Nawu,Gansu Sheng,CN,China
GXQ,Ten. Vidal,America/Santiago,Coihaique,Aisen,CL,Chile
GXX,Yagoua,Africa/Douala,Yagoua,Far North,CM,Cameroon
GXY,Weld County,America/Denver,Greeley,Colorado,US,United States
GYA,Guayaramerin Airport,America/La_Paz,Guayaramerin,El Beni,BO,Bolivia
GYB,Wodgina Airport,Australia/Perth,Wodgina,Western Australia,AU,Australia
GYD,Heydar Aliyev International Airport,Asia/Baku,Yeni Suraxani,Baki,AZ,Azerbaijan
GYE,Jose Joaquin de Olmedo Airport,America/Guayaquil,Eloy Alfaro,Guayas,EC,Ecuador
GYG,Magan Airport,Asia/Yakutsk,Magan,Sakha,RU,Russia
GYI,Gisenyi,Africa/Kigali,Gisenyi,Western Province,RW,Rwanda
GYL,Argyle,Australia/Perth,,,AU,Australia
GYM,Gen Jose M Yanez,America/Hermosillo,Heroica Guaymas,Sonora,MX,Mexico
GYN,Santa Genoveva Airport,America/Sao_Paulo,Goiania,Goias,BR,Brazil
GYO,Bandar Udara Senubung,Asia/Jakarta,Blangkejeren,,ID,Indonesia
GYP,Gympie,Australia/Brisbane,Gympie,Queensland,AU,Australia
GYR,Litchfield,America/Phoenix,Avondale,Arizona,US,United States
GYS,Guang Yuan Airport,Asia/Shanghai,Guangyuan,Sichuan,CN,China
GYU,Guyuan Liupanshan Airport,Asia/Shanghai,Shirak,Shirak,CN,China
GYY,Gary/Chicago International,America/Chicago,East Chicago,Indiana,US,United States
GYZ,Gruyere Mine Airport,Australia/Perth,,,AU,Australia
GZA,Gaza - Yaser Arafat International Airport,Asia/Gaza,Shukat as Sufi,Gaza Strip,PS,State of Palestine
GZG,Garze Gesar Airport,Asia/Shanghai,Ganzi,Sichuan,CN,China
GZI,Ghazni,Asia/Kabul,Khayr Kot,Paktika,AF,Afghanistan
GZM,Gozo Heliport,Europe/Malta,Saint Lucia,Saint Lucia,MT,Malta
GZO,Gizo Airport,Pacific/Guadalcanal,,,SB,Solomon Islands
GZP,Gazipasa Airport,Europe/Istanbul,Gazipasa,Antalya,TR,Turkey
GZT,Gaziantep Airport,Europe/Istanbul,Oguzeli,Gaziantep,TR,Turkey
GZW,Ghazvin,Asia/Tehran,Qazvin,Qazvin,IR,Iran
HAA,Hasvik Airport,Europe/Oslo,Breivikbotn,Finnmark Fylke,NO,Norway
HAB,Marion County,America/Chicago,Hamilton,Alabama,US,United States
HAC,Hachijo Jima Airport,Asia/Tokyo,,,JP,Japan
HAD,Halmstad Airport,Europe/Stockholm,Halmstad,Halland,SE,Sweden
HAE,Havasupai,America/Phoenix,,,US,United States
HAF,Half Moon,America/Los_Angeles,Half Moon Bay,California,US,United States
HAH,Prince Said Ibrahim Internatonal Airport,Indian/Comoro,,,KM,Comoros
HAI,Dr Haines,America/Detroit,Three Rivers,Michigan,US,United States
HAJ,Hannover Airport,Europe/Berlin,Langenhagen,Lower Saxony,DE,Germany
HAK,Haikou Airport,Asia/Shanghai,,,CN,China
HAM,Hamburg Airport,Europe/Berlin,Fuhlsbuettel,Hamburg,DE,Germany
HAN,Noi Bai International Airport,Asia/Ho_Chi_Minh,Soc Son,Ha Noi,VN,Vietnam
HAO,Hamilton,America/New_York,Hamilton,Ohio,US,United States
HAP,Long Island,Australia/Brisbane,,,AU,Australia
HAQ,Hanimaadhoo Airport,Indian/Maldives,Dhidhdhoo,Upper North,MV,Maldives
HAR,Capital City,America/New_York,Steelton,Pennsylvania,US,United States
HAS,Hail Airport,Asia/Riyadh,Hayil,Mintaqat Ha'il,SA,Saudi Arabia
HAT,Heathlands,Australia/Brisbane,,,AU,Australia
HAU,Haugesund Airport,Europe/Oslo,Vedavagen,Rogaland,NO,Norway
HAV,Jose Marti International Airport,America/Havana,Boyeros,La Habana,CU,Cuba
HAW,Haverfordwest,Europe/London,Haverfordwest,Wales,GB,United Kingdom
HAX,Hatbox Field,America/Chicago,,,US,United States
HAY,Haycock,America/Anchorage,,,US,United States
HAZ,Hatzfeldthaven,Pacific/Port_Moresby,,,PG,Papua New Guinea
HBA,Hobart International Airport,Australia/Hobart,Seven Mile Beach,Tasmania,AU,Australia
HBB,Industrial Airpark,America/Denver,,,US,United States
HBC,Hanus Bay,America/Sitka,,,US,United States
HBD,Habi,Pacific/Port_Moresby,,,PG,Papua New Guinea
HBE,Borg El Arab Airport,Africa/Cairo,Alexandria,Alexandria,EG,Egypt
HBG,The Hattiesburg-Bobby L. Chain Mun.,America/Chicago,Hattiesburg,Mississippi,US,United States
HBH,Hobart Bay,America/Juneau,,,US,United States
HBI,Harbour Island,America/Nassau,Dunmore Town,Harbour Island,BS,Bahamas
HBK,Holbrook Municipal,America/Phoenix,Holbrook,Arizona,US,United States
HBN,Flamingo,Asia/Ho_Chi_Minh,Tan Bien,Tay Ninh,VN,Vietnam
HBO,Municipal,America/Chicago,Pawnee City,Nebraska,US,United States
HBQ,Qilian Airport,Asia/Shanghai,Hongtu,Qinghai Sheng,CN,China
HBR,Hobart,America/Chicago,Hobart,Oklahoma,US,United States
HBT,Hafr Albatin,Asia/Colombo,,,LK,Sri Lanka
HBU,Bulgan Hovd,Asia/Hovd,Burenhayrhan,Hovd,MN,Mongolia
HBX,Hubli Airport,Asia/Kolkata,Hubli,Karnataka,IN,India
HCA,Howard County,America/Chicago,Big Spring,Texas,US,United States
HCB,Shoal Cove,America/Anchorage,,,US,United States
HCC,Columbia County,America/New_York,Stottville,New York,US,United States
HCJ,Hechi Jinchengjiang Airport,Asia/Shanghai,Nandan Chengguanzhen,Guangxi Zhuangzu Zizhiqu,CN,China
HCM,Eil,Africa/Mogadishu,Eyl,Nugaal,SO,Somalia
HCN,Hengchun,Asia/Taipei,,,TW,Taiwan
HCQ,Halls Creek,Australia/Perth,,,AU,Australia
HCR,Holy Cross Airport,America/Anchorage,,,US,United States
HCW,Cheraw,America/New_York,Cheraw,South Carolina,US,United States
HCZ,Chenzhou Beihu Airport,Asia/Shanghai,Chenzhou,Hunan,CN,China
HDA,Hidden Falls,America/Sitka,,,US,United States
HDB,Airfield Heidelberg,Europe/Berlin,Heidelberg,,DE,Germany
HDD,Hyderabad,Asia/Karachi,Kotri,Sindh,PK,Pakistan
HDE,Brewster Field,America/Chicago,Holdrege,Nebraska,US,United States
HDF,Heringsdorf Airport,Europe/Berlin,Seebad Heringsdorf,Mecklenburg-Vorpommern,DE,Germany
HDG,Handan Airport,Asia/Shanghai,Handan,Hebei,CN,China
HDH,Dillingham Airfield,Pacific/Honolulu,Mililani Town,Hawaii,US,United States
HDK,Kulhudhuffushi Airport,Indian/Maldives,Kulhudhuffushi,Haa Dhaalu Atholhu,MV,Maldives
HDM,Hamadan Airport,Asia/Tehran,Hamadan,Hamadan,IR,Iran
HDN,Yampa Valley Airport,America/Denver,Hayden,Colorado,US,United States
HDO,Hindon Airport,Asia/Kolkata,Ghaziabad,,IN,India
HDR,Havadarya,Asia/Tehran,Qeshm,Hormozgan,IR,Iran
HDS,Hoedspruit Airport,Africa/Johannesburg,Hoedspruit,Limpopo,ZA,South Africa
HDY,Hat Yai International Airport,Asia/Bangkok,Khlong Hoi Khong,Songkhla,TH,Thailand
HEA,Herat International Airport,Asia/Kabul,Guzarah,Herat,AF,Afghanistan
HEB,Henzada,Asia/Rangoon,Hinthada,Ayeyarwady,MM,Myanmar
HED,Herendeen,America/Anchorage,,,US,United States
HEE,Thompson-Robbins,America/Chicago,Helena,Arkansas,US,United States
HEH,Heho Airport,Asia/Rangoon,,,MM,Myanmar
HEI,Heide-Buesum,Europe/Berlin,Oesterdeichstrich,Schleswig-Holstein,DE,Germany
HEK,Heihe Airport,Asia/Shanghai,Xinfu,Heilongjiang Sheng,CN,China
HEL,Helsinki-Vantaa Airport,Europe/Helsinki,,,FI,Finland
HEM,Helsinki-malmi,Europe/Helsinki,,,FI,Finland
HEN,Hendon,Europe/Helsinki,Hendon,England,FI,Finland
HEO,Haelogo,Pacific/Port_Moresby,,,PG,Papua New Guinea
HER,Heraklion Airport,Europe/Athens,Nea Alikarnassos,Crete,GR,Greece
HES,State,America/Los_Angeles,Hermiston,Oregon,US,United States
HET,Hohhot Baita International Airport,Asia/Shanghai,Haoxinying,Inner Mongolia,CN,China
HEV,Huelva,Europe/Madrid,Huelva,Andalusia,ES,Spain
HEW,Hengdian Airport,Asia/Shanghai,Nanshi,Zhejiang Sheng,CN,China
HEX,Santo Domingo Herrera,America/Santo_Domingo,,,DO,Dominican Republic
HEY,Hanchey Army Heliport,America/Chicago,Morgan,Georgia,US,United States
HEZ,Hardy-Anders,America/Chicago,Morgantown,Mississippi,US,United States
HFA,Haifa Airport,Asia/Jerusalem,Qiryat Mozqin,Haifa,IL,Israel
HFD,Brainard,America/New_York,Wethersfield,Connecticut,US,United States
HFE,Hefei Xinqiao Airport,Asia/Shanghai,,,CN,China
HFF,Mackall AAF,America/New_York,Pinebluff,North Carolina,US,United States
HFN,Hornafjordur,Atlantic/Reykjavik,Hoefn,East,IS,Iceland
HFS,Hagfors Airport,Europe/Stockholm,Hagfors,Vaermland,SE,Sweden
HFT,Hammerfest Airport,Europe/Oslo,Hammerfest,Finnmark Fylke,NO,Norway
HGA,Hargeisa Airport,Africa/Mogadishu,Hargeysa,Woqooyi Galbeed,SO,Somalia
HGD,Hughenden,Australia/Brisbane,,,AU,Australia
HGE,Higuerote Airport,America/Caracas,Higuerote,Miranda,VE,Venezuela
HGH,Hangzhou Xiaoshan International Airport,Asia/Shanghai,,,CN,China
HGI,Higlieg,Africa/Khartoum,Abu Jibeha,Southern Kordofan,SD,Sudan
HGL,Helgoland,Europe/Berlin,Helgoland,Schleswig-Holstein,DE,Germany
HGN,Mae Hong Son Airport,Asia/Bangkok,Mae Hong Son,Mae Hong Son,TH,Thailand
HGO,Korhogo Airport,Africa/Abidjan,Korhogo,Savanes,CI,Côte d'Ivoire
HGR,Wash. County Regional Airport,America/New_York,State Line,Pennsylvania,US,United States
HGS,Hastings,Africa/Freetown,Hastings,Western Area,SL,Sierra Leone
HGT,Hunter AAF,America/Los_Angeles,,,US,United States
